,_id,addr:housenumber,addr:street,air_quality,amenity,area,bbox_id,building,building_centroid.coordinates.0,building_centroid.coordinates.1,building_centroid.type,closest_shop,cloud_cover,description,geometry.coordinates.0.0.0,geometry.coordinates.0.0.1,geometry.coordinates.0.1.0,geometry.coordinates.0.1.1,geometry.coordinates.0.10.0,geometry.coordinates.0.10.1,geometry.coordinates.0.11.0,geometry.coordinates.0.11.1,geometry.coordinates.0.12.0,geometry.coordinates.0.12.1,geometry.coordinates.0.2.0,geometry.coordinates.0.2.1,geometry.coordinates.0.3.0,geometry.coordinates.0.3.1,geometry.coordinates.0.4.0,geometry.coordinates.0.4.1,geometry.coordinates.0.5.0,geometry.coordinates.0.5.1,geometry.coordinates.0.6.0,geometry.coordinates.0.6.1,geometry.coordinates.0.7.0,geometry.coordinates.0.7.1,geometry.coordinates.0.8.0,geometry.coordinates.0.8.1,geometry.coordinates.0.9.0,geometry.coordinates.0.9.1,geometry.type,height,humidity,name,request_area_bottom_left.coordinates.0,request_area_bottom_left.coordinates.1,request_area_bottom_left.type,request_area_top_right.coordinates.0,request_area_top_right.coordinates.1,request_area_top_right.type,shops_amount,temperature
15110,5bd453d7aef2f0451bff96a5,,,85,,143.78615347773106,Toronto5,,-79.36159309105562,43.68062400917576,Point,463,0.65,,-79.36152220000001,43.6806903,-79.3617,43.6806422,,,,,,,-79.3616573,43.6805597,-79.3614799,43.6806076,-79.3614939,43.6806347,-79.36151170000001,43.6806299,-79.36152829999999,43.680662100000006,-79.36151020000001,43.680667,-79.36152220000001,43.6806903,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,2.0,10.33
15034,5bd453d7aef2f0451bff9659,,,85,,94.9053295293455,Toronto5,,-79.35905687472916,43.681471585769614,Point,452,0.65,,-79.3590973,43.6815385,-79.3590952,43.681404,,,,,,,-79.35901640000002,43.6814047,-79.3590186,43.6815392,-79.3590973,43.6815385,,,,,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,2.0,10.33
15261,5bd453d7aef2f0451bff973c,,,85,,144.46892691958524,Toronto5,,-79.35472271136885,43.677222777345094,Point,57,0.65,,-79.3547992,43.677277600000004,-79.3547482,43.6771386,,,,,,,-79.35464609999998,43.67715820000001,-79.354704,43.677316,-79.3547503,43.6773072,-79.3547434,43.6772883,-79.3547992,43.677277600000004,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,29.0,10.25
15347,5bd453d7aef2f0451bff9792,,,85,,231.72077506891773,Toronto5,,-79.34913943484602,43.67785641899275,Point,41,0.65,,-79.3492337,43.6779545,-79.3491263,43.6779771,-79.3492337,43.6779545,,,,,-79.34904940000001,43.6777857,-79.3490731,43.6777807,-79.34906070000001,43.6777499,-79.34914479999999,43.6777322,-79.34917469999999,43.6778066,-79.34919079999999,43.6778032,-79.3492074,43.6778445,-79.34919090000001,43.677847899999996,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,21.0,10.25
15218,5bd453d7aef2f0451bff9711,,,85,,82.32265827899931,Toronto5,,-79.35552605,43.67706075,Point,10,0.65,,-79.3555819,43.6771237,-79.3555193,43.6771354,,,,,,,-79.3554702,43.676997799999995,-79.35553279999999,43.6769861,-79.3555819,43.6771237,,,,,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,27.0,10.25
15052,5bd453d7aef2f0451bff966b,,,85,,85.42566365616062,Toronto5,,-79.35894671503108,43.68146843393773,Point,451,0.65,,-79.3589006,43.6814293,-79.3589308,43.681429,,,,,,,-79.3589309,43.6814052,-79.3589875,43.681405299999994,-79.358987,43.6815254,-79.35890359999999,43.6815252,-79.3589006,43.6814293,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,2.0,10.33
15088,5bd453d7aef2f0451bff968f,,,85,,151.80850184059048,Toronto5,,-79.36120082588491,43.67954528160011,Point,330,0.65,,-79.3612739,43.679613399999994,-79.36118370000001,43.679629600000005,,,,,,,-79.36116990000001,43.6795892,-79.36115440000002,43.679592,-79.3611182,43.67948629999999,-79.36123470000001,43.6794654,-79.3612712,43.6795719,-79.3612603,43.67957379999999,-79.3612739,43.679613399999994,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,3.0,10.33
14932,5bd453d7aef2f0451bff95f3,,,85,,76.70858704365236,Toronto5,,-79.3507255,43.67670535,Point,158,0.65,,-79.350786,43.676742700000005,-79.3507524,43.6766512,,,,,,,-79.350665,43.676668,-79.35069859999999,43.676759499999996,-79.350786,43.676742700000005,,,,,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,18.0,10.25
15059,5bd453d7aef2f0451bff9672,,,85,,107.89769145318012,Toronto5,,-79.36161060048165,43.681474480209246,Point,562,0.65,,-79.36167040000001,43.6815141,-79.36164409999999,43.6815155,-79.3616495,43.681447600000006,-79.3616637,43.6814469,-79.36167040000001,43.6815141,-79.3616464,43.6815376,-79.361582,43.681540999999996,-79.3615802,43.6815227,-79.3615631,43.681523600000006,-79.3615577,43.681469299999996,-79.3615627,43.681469,-79.36155720000001,43.681414600000004,-79.36164570000001,43.6814099,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,0.0,10.33
14912,5bd453d7aef2f0451bff95df,70,Cambridge Avenue,85,,1101.5740002392731,Toronto5,apartments,-79.36100888578623,43.67807143760985,Point,280,0.65,,-79.3613975,43.6780775,-79.3613391,43.6779217,,,,,,,-79.360613,43.678064,-79.3606691,43.678213799999995,-79.36095590000001,43.6781576,-79.36096640000001,43.678185600000006,-79.3611091,43.6781576,-79.36110079999999,43.678135600000005,-79.3613975,43.6780775,,,Polygon,69.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,16.0,10.33
15217,5bd453d7aef2f0451bff9710,,,85,,84.00675220305217,Toronto5,,-79.35572649851362,43.67702333168121,Point,30,0.65,,-79.35566999999999,43.6769605,-79.3557339,43.6769486,,,,,,,-79.355783,43.677086100000004,-79.3557191,43.6770981,-79.35566999999999,43.6769605,,,,,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,27.0,10.25
14910,5bd453d7aef2f0451bff95dd,,,85,,405.08370678329385,Toronto5,,-79.34490382905364,43.67991406079129,Point,21,0.65,,-79.34510959999999,43.679939700000006,-79.34476140000001,43.680001399999995,,,,,,,-79.34474399999999,43.6799929,-79.3446892,43.6798927,-79.3450634,43.6798231,-79.34510959999999,43.679939700000006,,,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,15.0,10.25
15301,5bd453d7aef2f0451bff9764,,,85,,78.72775170279951,Toronto5,,-79.35325119999997,43.6771035,Point,9,0.65,,-79.3532453,43.6771751,-79.3533077,43.6771625,,,,,,,-79.3532571,43.677031899999996,-79.3531947,43.6770445,-79.3532453,43.6771751,,,,,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,15.0,10.25
15210,5bd453d7aef2f0451bff9709,,,85,,165.26066160456722,Toronto5,,-79.35165257272904,43.67786549534944,Point,57,0.65,,-79.3516631,43.677994500000004,-79.3517358,43.6779809,,,,,,,-79.3516372,43.677733399999994,-79.35157109999999,43.67774489999999,-79.3516631,43.677994500000004,,,,,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,20.0,10.25
15022,5bd453d7aef2f0451bff964d,,,85,,63.52682371365211,Toronto5,,-79.35905606535322,43.6797690051042,Point,195,0.65,,-79.35911,43.679807200000006,-79.35903090000001,43.6797982,,,,,,,-79.3590286,43.6797898,-79.35900840000001,43.679787,-79.3590115,43.679773,-79.3589813,43.679768,-79.35898979999999,43.6797321,-79.35912629999999,43.679752799999996,-79.35911,43.679807200000006,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,3.0,10.33
15240,5bd453d7aef2f0451bff9727,,,85,,440.3186857816692,Toronto5,,-79.35560000629799,43.676556256729306,Point,20,0.65,,-79.3557339,43.676689200000006,-79.3555812,43.6767211,,,,,,,-79.355466,43.6764228,-79.3556191,43.6763919,-79.3557339,43.676689200000006,,,,,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,27.0,10.25
15203,5bd453d7aef2f0451bff9702,,,85,bank,181.6485945268694,Toronto5,,-79.34986097012118,43.6781510503379,Point,57,0.65,,-79.3499566,43.6782034,-79.3499095,43.6780716,,,,,,,-79.3497652,43.678098799999994,-79.34981259999999,43.6782305,-79.3499566,43.6782034,,,,,,,,,,,Polygon,15.0,0.73,TD Canada Trust,-79.361994,43.675585,Point,-79.342167,43.681544,Point,20.0,10.25
15268,5bd453d7aef2f0451bff9743,,,85,,120.87678899639359,Toronto5,,-79.35556420182226,43.67739256288537,Point,58,0.65,,-79.3556774,43.677406500000004,-79.3554905,43.6774456,,,,,,,-79.355462,43.6773743,-79.3556295,43.6773393,-79.35564740000001,43.6773842,-79.35566690000002,43.6773801,-79.3556774,43.677406500000004,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,28.0,10.25
14971,5bd453d7aef2f0451bff961a,,,85,,89.6209770801194,Toronto5,,-79.35797803420456,43.681118801878426,Point,400,0.65,,-79.3578787,43.681130200000005,-79.3578955,43.6810776,,,,,,,-79.35807779999999,43.681108,-79.3580613,43.6811596,-79.3578787,43.681130200000005,,,,,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,3.0,10.33
14920,5bd453d7aef2f0451bff95e7,690,,85,,2433.3099102450365,Toronto5,school,-79.3472684435935,43.6773755065462,Point,150,0.65,,-79.3472113,43.6769169,-79.3473608,43.6772764,-79.3472113,43.6769169,,,,,-79.34741640000001,43.6772643,-79.3476213,43.6777571,-79.3473985,43.6778055,-79.3473027,43.6775749,-79.347111,43.6776166,-79.34699309999999,43.67733320000001,-79.34711120000001,43.6773075,-79.34697059999999,43.676969299999996,Polygon,9.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,22.0,10.25
15047,5bd453d7aef2f0451bff9666,,,85,,146.7802949632403,Toronto5,,-79.36172944594004,43.681492427169694,Point,573,0.65,,-79.36176479999999,43.681401,-79.3617859,43.6815781,,,,,,,-79.3616941,43.6815839,-79.361673,43.681406700000004,-79.36176479999999,43.681401,,,,,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,0.0,10.33
15168,5bd453d7aef2f0451bff96df,,,85,,78.72606965896813,Toronto5,,-79.34678038171582,43.67875270058293,Point,71,0.65,,-79.3468378,43.6788182,-79.346786,43.6788278,,,,,,,-79.3467725,43.6787898,-79.34675899999999,43.6787923,-79.3467234,43.678692100000006,-79.346785,43.6786809,-79.3468378,43.6788182,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,20.0,10.25
15252,5bd453d7aef2f0451bff9733,,,85,,113.11659846599709,Toronto5,,-79.35437993315225,43.67766493920571,Point,63,0.65,,-79.35445340000001,43.6777336,-79.3544196,43.6777402,,,,,,,-79.3544109,43.677717,-79.35435140000001,43.6777285,-79.35430759999998,43.6776109,-79.354401,43.677592700000005,-79.35445340000001,43.6777336,,,,,,,Polygon,15.0,0.73,,-79.361994,43.675585,Point,-79.342167,43.681544,Point,24.0,10.25
15503,5bd45462aef2f0451bff982f,,,85,,4212.574754086853,Toronto6,,-79.61652156776448,43.74299666224904,Point,950,0.65,,-79.6170302,43.74353060000001,-79.6165583,43.742521200000006,,,,,,,-79.61596259999999,43.7426665,-79.6161402,43.743046500000005,-79.6163733,43.7429896,-79.6164417,43.7431358,-79.61650809999999,43.7431196,-79.616734,43.7436029,-79.6170302,43.74353060000001,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.89
15449,5bd45462aef2f0451bff97f9,30,Claireville Drive,85,,3101.309664924542,Toronto6,,-79.62154113349388,43.73803418144657,Point,706,0.65,,-79.62191800000001,43.7383652,-79.6215775,43.737606400000004,,,,,,,-79.62116429999999,43.7377032,-79.6215047,43.7384619,-79.62191800000001,43.7383652,,,,,,,,,,,Polygon,15.0,0.74,Griffin Technology Limited,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.9
15427,5bd45462aef2f0451bff97e3,,,85,,1066.6687566591181,Toronto6,,-79.60515816596927,43.74616598883421,Point,419,0.65,,-79.60546629999999,43.7462195,-79.6049738,43.7463312,,,,,,,-79.6048719,43.7460968,-79.60528000000001,43.746004299999996,-79.6053157,43.7460864,-79.6054001,43.74606729999999,-79.60546629999999,43.7462195,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,3.0,9.9
15525,5bd45462aef2f0451bff9845,,,85,,1146.4049813741522,Toronto6,,-79.62284311890762,43.73794682921315,Point,801,0.65,,-79.62314559999999,43.737995700000006,-79.6226288,43.73812720000001,,,,,,,-79.6225573,43.7379807,-79.62262,43.7379648,-79.622579,43.737880600000004,-79.62303309999999,43.737765,-79.62314559999999,43.737995700000006,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.9
15483,5bd45462aef2f0451bff981b,,,85,,5779.010285572913,Toronto6,industrial,-79.609613192895,43.737575372027216,Point,569,0.65,,-79.61026820000001,43.737746,-79.6099368,43.7378252,-79.61026820000001,43.737746,,,,,-79.6098949,43.7377338,-79.6090488,43.7379359,-79.6089905,43.7378104,-79.6089495,43.7377164,-79.60885079999998,43.7375033,-79.61013179999999,43.7371973,-79.6103193,43.7376071,-79.61021600000001,43.737631799999996,Polygon,6.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.89
15505,5bd45462aef2f0451bff9831,,,85,,2136.1718311018685,Toronto6,,-79.60621911155452,43.743007942860054,Point,112,0.65,,-79.60659090000001,43.743139,-79.6060987,43.7432424,,,,,,,-79.6060738,43.7431807,-79.6059623,43.7432041,-79.6058358,43.74289,-79.6064397,43.7427631,-79.60659090000001,43.743139,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,3.0,9.9
15453,5bd45462aef2f0451bff97fd,,,85,,3800.0668567626476,Toronto6,,-79.60935741531523,43.74074294536392,Point,491,0.65,,-79.6090702,43.741065500000005,-79.60885019999999,43.740550799999994,,,,,,,-79.6094223,43.7404232,-79.6094984,43.7406011,-79.6097751,43.740539399999996,-79.6099191,43.740876,-79.6090702,43.741065500000005,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,1.0,9.9
15501,5bd45462aef2f0451bff982d,,,85,,9024.057301754468,Toronto6,,-79.61047960908445,43.741423918176785,Point,453,0.65,,-79.6110453,43.7408902,-79.6105468,43.7410071,-79.6106413,43.7417059,-79.6106728,43.7417843,-79.6113585,43.741615,-79.61048559999999,43.741086100000004,-79.6096985,43.7412851,-79.60959790000001,43.7413831,-79.6098559,43.7419486,-79.61003520000001,43.7419075,-79.609974,43.7418001,-79.6105468,43.7416642,-79.6105783,43.7417186,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,1.0,9.9
15387,5bd45462aef2f0451bff97bb,,,85,,3919.9624263349183,Toronto6,,-79.6182963724593,43.735792012374404,Point,211,0.65,,-79.6183782,43.73631470000001,-79.6179183,43.736258899999996,,,,,,,-79.61793670000002,43.73618,-79.61797990000001,43.7361852,-79.6181863,43.7352969,-79.6187302,43.7353629,-79.6186946,43.735516100000005,-79.61856740000002,43.7355007,-79.6183782,43.73631470000001,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,1.0,9.9
15534,5bd45462aef2f0451bff984e,,,85,,797.5872144280479,Toronto6,,-79.6198886,43.74589965,Point,1357,0.65,,-79.62007840000001,43.7460836,-79.6198942,43.7456703,,,,,,,-79.6196988,43.7457157,-79.619883,43.746128999999996,-79.62007840000001,43.7460836,,,,,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.89
15547,5bd45462aef2f0451bff985b,,,85,,1787.9587991103656,Toronto6,,-79.6134568739852,43.7473571375241,Point,815,0.65,,-79.6135752,43.746961600000006,-79.6134965,43.7469679,-79.6135222,43.747604700000004,-79.6136724,43.747592600000004,-79.6135752,43.746961600000006,-79.6134925,43.746942100000005,-79.61342090000001,43.746947799999994,-79.61346379999999,43.747226,-79.613209,43.7472465,-79.6132675,43.747626200000006,-79.6134443,43.747612,-79.61345209999999,43.7476622,-79.61353009999999,43.7476559,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.9
15539,5bd45462aef2f0451bff9853,247,Carrier Drive,85,,1985.6285112363773,Toronto6,,-79.616303662215,43.75108417285322,Point,1451,0.65,,-79.6166135,43.7514825,-79.6162293,43.7506305,,,,,,,-79.6159938,43.7506859,-79.61637809999999,43.751537899999995,-79.6166135,43.7514825,,,,,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.89
15394,5bd45462aef2f0451bff97c2,,,85,,1774.8070942785105,Toronto6,,-79.61570955000002,43.75113010000001,Point,1416,0.65,,-79.61599559999999,43.7513503,-79.61564709999999,43.7514287,,,,,,,-79.6154235,43.750909899999996,-79.61577199999999,43.7508315,-79.61599559999999,43.7513503,,,,,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.9
15564,5bd45462aef2f0451bff986c,,,85,,86.52460335811138,Toronto6,industrial,-79.63017049999999,43.736842100000004,Point,1471,0.65,,-79.6301974,43.7368992,-79.63023879999999,43.7368074,,,,,,,-79.6301436,43.736785,-79.6301022,43.7368768,-79.6301974,43.7368992,,,,,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.93
15384,5bd45462aef2f0451bff97b8,,,85,,9983.90176407866,Toronto6,industrial,-79.61729040706018,43.739022777860136,Point,678,0.65,,-79.61818170000001,43.739132399999995,-79.6164903,43.739525,,,,,,,-79.61624809999999,43.738980299999994,-79.617929,43.7385901,-79.6178553,43.7384243,-79.618024,43.7383852,-79.6182714,43.738941499999996,-79.6181132,43.7389783,-79.61818170000001,43.739132399999995,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.89
15550,5bd45462aef2f0451bff985e,,,85,,10078.486271977199,Toronto6,industrial,-79.60812862310804,43.73575863024936,Point,278,0.65,,-79.6072139,43.736216799999994,-79.607442,43.7361643,,,,,,,-79.607458,43.736200700000005,-79.60922020000001,43.7357951,-79.60898890000001,43.7352706,-79.607411,43.7356338,-79.6072167,43.7356785,-79.6072437,43.7357397,-79.6070257,43.7357899,-79.6072139,43.736216799999994,Polygon,15.0,0.74,Give & Go,-79.630709,43.733585,Point,-79.604788,43.751381,Point,2.0,9.89
15397,5bd45462aef2f0451bff97c5,,,85,,5126.276767990006,Toronto6,,-79.61177850132067,43.74427950151809,Point,421,0.65,,-79.6123864,43.7443544,-79.61183620000001,43.7443003,,,,,,,-79.6117602,43.744703799999996,-79.61117519999999,43.744646200000005,-79.6112818,43.74408029999999,-79.6118554,43.744136700000006,-79.611903,43.743884,-79.6124646,43.7439393,-79.6123864,43.7443544,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,1.0,9.9
15436,5bd45462aef2f0451bff97ec,,,85,,5047.554550264167,Toronto6,,-79.6207005149102,43.738129071947995,Point,659,0.65,,-79.62120350000001,43.738439899999996,-79.62085520000001,43.7376641,,,,,,,-79.6201975,43.7378182,-79.6205459,43.7385941,-79.62120350000001,43.738439899999996,,,,,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.9
15482,5bd45462aef2f0451bff981a,,,85,,5971.401820369495,Toronto6,,-79.60811246912392,43.737859331718255,Point,495,0.65,,-79.608797,43.7379417,-79.60793340000001,43.738138,-79.6087128,43.73773,-79.6089495,43.7377164,-79.6089905,43.7378104,-79.60797640000001,43.738236799999996,-79.60764990000001,43.738311100000004,-79.60738459999999,43.737702,-79.6076822,43.737634299999996,-79.60772220000001,43.737726200000004,-79.6083939,43.737573499999996,-79.6083435,43.737457899999995,-79.60857170000001,43.737406,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,1.0,9.89
15570,5bd45462aef2f0451bff9872,,,85,,34.51392970834231,Toronto6,,-79.61290158148876,43.74719427590167,Point,753,0.65,,-79.61285670000001,43.7472167,-79.6129493,43.7472134,,,,,,,-79.61294649999999,43.7471719,-79.6128539,43.7471751,-79.61285670000001,43.7472167,,,,,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.9
15491,5bd45462aef2f0451bff9823,,,85,,2631.5124918767083,Toronto6,,-79.62180030000002,43.74413385,Point,1531,0.65,,-79.622219,43.7442594,-79.6215696,43.7444158,,,,,,,-79.62138159999999,43.7440083,-79.622031,43.743851899999996,-79.622219,43.7442594,,,,,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.89
15450,5bd45462aef2f0451bff97fa,,,85,,6963.972940898653,Toronto6,,-79.62213114977213,43.73670175357714,Point,625,0.65,,-79.6213926,43.737114500000004,-79.62306020000001,43.7367195,-79.6213926,43.737114500000004,,,,,-79.622927,43.7364258,-79.6228407,43.7364463,-79.6227766,43.7363051,-79.6216479,43.7365725,-79.62162099999999,43.736513,-79.6213625,43.7365742,-79.6214497,43.7367664,-79.6212556,43.7368124,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.9
15430,5bd45462aef2f0451bff97e6,,,85,,5852.413406343956,Toronto6,,-79.60645040488785,43.745073515601646,Point,217,0.65,,-79.60572859999999,43.7454495,-79.6073848,43.7450663,-79.6056146,43.7450892,-79.6057055,43.745068200000006,-79.6057838,43.745244799999995,-79.6073034,43.744882700000005,-79.6072402,43.7448974,-79.60720040000001,43.7448076,-79.6071408,43.7448214,-79.60710209999999,43.7447342,-79.6060915,43.744968,-79.6060541,43.7448837,-79.6055728,43.744995,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,3.0,9.9
15433,5bd45462aef2f0451bff97e9,,,85,,2665.992125029521,Toronto6,,-79.60419931094438,43.744116137077846,Point,150,0.65,,-79.604864,43.7443217,-79.60475550000001,43.744070799999996,-79.60393,43.743970000000004,-79.60390550000001,43.743913299999996,-79.603738,43.743951200000005,-79.6046305,43.744099,-79.6046027,43.7440348,-79.604452,43.744068799999994,-79.6044196,43.7439938,-79.6042883,43.7440234,-79.60426240000001,43.7439635,-79.604105,43.7439991,-79.604078,43.743936600000005,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,3.0,9.9
15434,5bd45462aef2f0451bff97ea,90,Claireville Drive,85,,14761.59551384456,Toronto6,,-79.62362658415195,43.739513069745826,Point,1030,0.65,,-79.6234024,43.740370899999995,-79.62440179999999,43.7401282,-79.6234024,43.740370899999995,,,,,-79.6239765,43.739213799999995,-79.6242232,43.7391539,-79.62402159999999,43.7387204,-79.6238688,43.7387575,-79.6238123,43.738636,-79.6234062,43.7387346,-79.62347729999999,43.7388874,-79.62279000000001,43.73905429999999,Polygon,15.0,0.74,Levi Strauss & Co. (Canada) Inc.,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.89
15517,5bd45462aef2f0451bff983d,2001,Albion Road,85,,4423.51104078986,Toronto6,industrial,-79.62835414128142,43.74729429067171,Point,2307,0.65,,-79.62889090000002,43.747743299999996,-79.6288038,43.7469021,-79.628244,43.747250799999996,-79.6284155,43.7471826,-79.6283805,43.747152299999996,-79.6286359,43.746849,-79.62737990000001,43.747448,-79.6274464,43.747523799999996,-79.62754790000001,43.747490899999995,-79.6275933,43.747546500000006,-79.62773680000001,43.7474732,-79.6277753,43.747521299999995,-79.6282825,43.7473014,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.88
15492,5bd45462aef2f0451bff9824,,,85,,3803.3438569226946,Toronto6,,-79.6112122830995,43.73829119066451,Point,776,0.65,,-79.6118748,43.7383645,-79.6108609,43.7385977,-79.6118748,43.7383645,,,,,-79.6106632,43.7381488,-79.61125190000001,43.73801339999999,-79.6112829,43.7380836,-79.6114309,43.738049600000004,-79.6114581,43.73811129999999,-79.6116267,43.738072499999994,-79.61171740000002,43.7382783,-79.61182579999999,43.7382534,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.89
15454,5bd45462aef2f0451bff97fe,,,85,,4042.4522180598933,Toronto6,,-79.60867443455264,43.738785266627005,Point,650,0.65,,-79.60809859999999,43.7390947,-79.6093728,43.7388026,,,,,,,-79.6092285,43.738474,-79.6082929,43.7386885,-79.60830370000001,43.73871320000001,-79.6079651,43.7387908,-79.60809859999999,43.7390947,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.9
15552,5bd45462aef2f0451bff9860,,,85,,454.89931653045744,Toronto6,,-79.62633093880089,43.73834465255399,Point,1156,0.65,,-79.62665820000001,43.738457399999994,-79.6265878,43.73829979999999,-79.62665820000001,43.738457399999994,,,,,-79.6262537,43.7383777,-79.6261618,43.738172,-79.6260742,43.7381924,-79.6261207,43.738296500000004,-79.62617759999999,43.7384241,-79.6261888,43.738449100000004,-79.6265495,43.738365,-79.62659709999998,43.738471600000004,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.93
15462,5bd45462aef2f0451bff9806,,,85,,144.4881310200993,Toronto6,,-79.62645917181824,43.73885064328577,Point,1209,0.65,,-79.62636409999999,43.738930700000004,-79.6264337,43.7389136,,,,,,,-79.62641690000001,43.7388778,-79.6266203,43.738828000000005,-79.6265997,43.738784100000004,-79.6263266,43.738851000000004,-79.62636409999999,43.738930700000004,,,,,,,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.88
15399,5bd45462aef2f0451bff97c7,,,85,,5006.165561018275,Toronto6,,-79.60677851173867,43.74566880233902,Point,308,0.65,,-79.6076922,43.745703000000006,-79.6075199,43.7453257,-79.60760390000002,43.745724100000004,-79.6076922,43.745703000000006,,,-79.6058089,43.7457333,-79.6059313,43.746001299999996,-79.6064631,43.74587460000001,-79.6064818,43.7459155,-79.6066469,43.7458761,-79.60663199999999,43.7458435,-79.6073431,43.7456741,-79.60738470000001,43.745776299999996,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,3.0,9.9
15413,5bd45462aef2f0451bff97d5,,,85,,6787.7551866410495,Toronto6,,-79.61570496312255,43.74440351527882,Point,857,0.65,,-79.61654300000001,43.74463,-79.6155176,43.744653799999995,-79.61654300000001,43.74463,,,,,-79.6147913,43.7445398,-79.6148505,43.7442359,-79.61506740000002,43.7442454,-79.6150641,43.7441718,-79.6162571,43.744147999999996,-79.6162604,43.744197899999996,-79.61643459999999,43.744193100000004,-79.6165397,43.7444092,Polygon,15.0,0.74,,-79.630709,43.733585,Point,-79.604788,43.751381,Point,0.0,9.9
